Nom^Equip^Posicio^Altura^Pes^Edat
David Aardsma^CWS^Pivot^206.86^102.6^25
Andrew Sisco^CWS^Pivot^217.6^133.38^24
Matt Thornton^CWS^Pivot^209.55^116.96^30
Bobby Jenks^CWS^Pivot^201.5^138.51^26
Boone Logan^CWS^Pivot^206.86^102.6^23
Sean Tracey^CWS^Pivot^201.5^107.73^26
Nick Masset^CWS^Pivot^204.17^97.47^25
Jose Molina^ANA^Base^198.81^112.86^32
Jeff Mathis^ANA^Base^193.42^92.34^24
Mike Napoli^ANA^Base^193.42^105.17^25
Casey Kotchman^ANA^Pivot^201.5^107.73^24
Kendry Morales^ANA^Pivot^196.11^112.86^24
Shea Hillenbrand^ANA^Pivot^196.11^108.24^32
Robb Quinlan^ANA^Pivot^196.11^102.6^30
Howie Kendrick^ANA^Pivot^188.06^92.34^24
Orlando Cabrera^ANA^Ala-pivot^188.06^97.47^32
Erick Aybar^ANA^Ala-pivot^188.06^87.21^23
Dallas McPherson^ANA^Aler^204.17^117.99^27
Maicer Izturis^ANA^Aler^182.68^79.52^26
Reggie Willits^ANA^Escorta^190.75^94.91^26
Tommy Murphy^ANA^Escorta^193.42^94.91^28
Terry Evans^ANA^Escorta^201.5^102.6^25
Gary Matthews Jr.^ANA^Escorta^201.5^115.43^33
Garret Anderson^ANA^Escorta^201.5^115.43^35
Vladimir Guerrero^ANA^Escorta^201.5^112.86^31
Chone Figgins^ANA^Escorta^182.68^82.08^29
Juan Rivera^ANA^Escorta^198.81^105.17^29
John Lackey^ANA^Base^209.55^120.56^28
Bartolo Colon^ANA^Base^190.75^128.25^34
Kelvim Escobar^ANA^Base^196.11^107.73^31
Dustin Moseley^ANA^Base^204.17^97.47^38
Ervin Santana^ANA^Base^198.81^82.08^24
Joe Saunders^ANA^Base^198.81^102.6^26
Jered Weaver^ANA^Base^212.24^105.17^24
Chris Resop^ANA^Pivot^201.5^113.89^24
Phil Seibel^ANA^Pivot^196.11^100.04^28
Justin Speier^ANA^Pivot^204.17^105.17^33
Darren Oliver^ANA^Pivot^198.81^112.86^36
Hector Carrasco^ANA^Pivot^198.81^112.86^37
Scot Shields^ANA^Pivot^196.11^87.21^32
Francisco Rodriguez^ANA^Pivot^193.42^94.91^25
Greg Jones^ANA^Pivot^198.81^100.04^30
Doug Mirabelli^BOS^Base^196.11^112.86^36
Jason Varitek^BOS^Base^198.81^117.99^35
George Kottaras^BOS^Base^193.42^92.34^24
Kevin Youkilis^BOS^Pivot^196.11^112.86^28
Dustin Pedroia^BOS^Aler^185.37^92.34^24
Alex Cora^BOS^Ala-pivot^193.42^92.34^31
Julio Lugo^BOS^Ala-pivot^196.11^87.21^31
Mike Lowell^BOS^Aler^201.5^107.73^33
Wily Mo Pe?a^BOS^Escorta^201.5^110.3^25
J.D. Drew^BOS^Escorta^196.11^102.6^31
Manny Ramirez^BOS^Escorta^193.42^109.27^35
Brandon Moss^BOS^Escorta^193.42^92.34^23
David Murphy^BOS^Escorta^204.17^98.5^25
Eric Hinske^BOS^Escorta^198.81^120.56^30
Coco Crisp^BOS^Escorta^193.42^94.91^27
David Ortiz^BOS^Aler^204.17^117.99^31
Curt Schilling^BOS^Base^206.86^120.56^40
Tim Wakefield^BOS^Base^198.81^107.73^41
Josh Beckett^BOS^Base^206.86^113.89^27
Matt Clement^BOS^Base^201.5^107.73^33
Jonathan Papelbon^BOS^Base^204.17^117.99^26
Kyle Snyder^BOS^Base^214.93^112.86^29
Devern Hansack^BOS^Base^198.81^92.34^29
Jon Lester^BOS^Base^198.81^97.47^23
Kason Gabbard^BOS^Base^201.5^102.6^25
Craig Hansen^BOS^Pivot^209.55^107.73^23
Hideki Okajima^BOS^Pivot^196.11^99.52^31
Craig Breslow^BOS^Pivot^196.11^92.34^27
Manny Delcarmen^BOS^Pivot^198.81^97.47^25
Brendan Donnelly^BOS^Pivot^201.5^123.12^36
Javier Lopez^BOS^Pivot^204.17^102.6^30
J.C. Romero^BOS^Pivot^190.75^101.57^31
Joel Pineiro^BOS^Pivot^196.11^102.6^28
Julian Tavarez^BOS^Pivot^198.81^100.04^34
Mike Timlin^BOS^Pivot^204.17^107.73^41
Nick DeBarr^BOS^Pivot^204.17^112.86^24
Victor Martinez^CLE^Base^198.81^97.47^28
Kelly Shoppach^CLE^Base^196.11^107.73^27
Ryan Garko^CLE^Pivot^198.81^115.43^26
Joe Inglett^CLE^Aler^188.06^92.34^29
Josh Barfield^CLE^Aler^193.42^94.91^24
Hector Luna^CLE^Aler^196.11^87.21^27
Jhonny Peralta^CLE^Ala-pivot^196.11^94.91^25
Andy Marte^CLE^Aler^196.11^94.91^23
Ben Francisco^CLE^Escorta^196.11^92.34^25
Shin-Soo Choo^CLE^Escorta^190.75^91.31^25
Franklin Gutierrez^CLE^Escorta^198.81^89.78^24
Grady Sizemore^CLE^Escorta^198.81^102.6^25
Jason Michaels^CLE^Escorta^193.42^104.65^31
Trot Nixon^CLE^Escorta^198.81^108.24^33
David Dellucci^CLE^Escorta^190.75^97.47^33
Casey Blake^CLE^Escorta^198.81^107.73^34
Travis Hafner^CLE^Aler^201.5^123.12^30
Paul Byrd^CLE^Base^196.11^97.47^36
Cliff Lee^CLE^Base^201.5^97.47^28
Jake Westbrook^CLE^Base^201.5^94.91^29
C.C. Sabathia^CLE^Base^212.24^148.77^27
Jeremy Sowers^CLE^Base^196.11^89.78^24
Rafael Perez^CLE^Pivot^201.5^94.91^25
Brian Slocum^CLE^Pivot^204.17^102.6^26
Edward Mujica^CLE^Pivot^198.81^112.86^23
Fernando Cabrera^CLE^Pivot^204.17^87.21^25
Tom Mastny^CLE^Pivot^209.55^112.86^26
Juan Lara^CLE^Pivot^198.81^97.47^26
Fausto Carmona^CLE^Pivot^204.17^112.86^23
Aaron Fultz^CLE^Pivot^193.42^105.17^33
Rafael Betancourt^CLE^Pivot^198.81^102.6^32
Roberto Hernandez^CLE^Pivot^204.17^128.25^42
Joe Borowski^CLE^Pivot^198.81^115.43^36
Matt Miller^CLE^Pivot^201.5^110.3^35
Jason Davis^CLE^Pivot^209.55^107.73^27
Mike Piazza^OAK^Base^201.5^110.3^38
Jason Kendall^OAK^Base^193.42^100.04^33
Adam Melhuse^OAK^Base^198.81^102.6^35
Nick Swisher^OAK^Pivot^193.42^99.52^26
Dan Johnson^OAK^Pivot^198.81^112.86^28
Donald Murphy^OAK^Aler^188.06^92.34^24
Mark Ellis^OAK^Aler^190.75^92.34^30
Marco Scutaro^OAK^Ala-pivot^188.06^87.21^31
Bobby Crosby^OAK^Ala-pivot^201.5^100.04^27
Mark Kiger^OAK^Ala-pivot^190.75^92.34^27
Antonio Perez^OAK^Aler^190.75^87.21^27
Eric Chavez^OAK^Aler^196.11^105.68^29
Milton Bradley^OAK^Escorta^193.42^105.17^29
Shannon Stewart^OAK^Escorta^190.75^102.6^33
Bobby Kielty^OAK^Escorta^196.11^115.43^31
Mark Kotsay^OAK^Escorta^193.42^103.11^31
Ryan Goleski^OAK^Escorta^201.5^115.43^25
Jeremy Brown^OAK^Aler^188.06^115.94^27
Jason Windsor^OAK^Base^198.81^119.53^25
David Shafer^OAK^Base^198.81^92.34^25
Joe Blanton^OAK^Base^201.5^115.43^26
Brad Halsey^OAK^Base^196.11^92.34^26
Dan Haren^OAK^Base^206.86^112.86^26
Rich Harden^OAK^Base^196.11^92.34^25
Joe Kennedy^OAK^Base^204.17^121.58^28
Esteban Loaiza^OAK^Base^201.5^110.3^35
Alan Embree^OAK^Pivot^198.81^97.47^37
Jay Witasick^OAK^Pivot^204.17^120.56^35
Justin Duchscherer^OAK^Pivot^201.5^97.47^29
Kiko Calero^OAK^Pivot^196.11^92.34^32
Chad Gaudin^OAK^Pivot^190.75^84.65^24
Lenny DiNardo^OAK^Pivot^204.17^100.04^27
Scott Dunn^OAK^Pivot^201.5^102.6^29
Huston Street^OAK^Pivot^193.42^97.47^24
Ron Flores^OAK^Pivot^190.75^97.47^28
Jay Marshall^OAK^Pivot^206.86^94.91^24
Marcus McBeth^OAK^Pivot^196.11^94.91^27
Jorge Posada^NYY^Base^198.81^105.17^36
Wil Nieves^NYY^Base^190.75^97.47^29
Andy Phillips^NYY^Pivot^193.42^105.17^30
Doug Mientkiewicz^NYY^Pivot^198.81^105.68^33
Josh Phelps^NYY^Pivot^201.5^112.86^29
Miguel Cairo^NYY^Aler^196.11^106.7^33
Robinson Cano^NYY^Aler^193.42^87.21^24
Derek Jeter^NYY^Ala-pivot^201.5^100.04^33
Alex Rodriguez^NYY^Aler^201.5^107.73^32
Johnny Damon^NYY^Escorta^198.81^97.47^33
Bobby Abreu^NYY^Escorta^193.42^108.24^33
Hideki Matsui^NYY^Escorta^198.81^117.99^33
Melky Cabrera^NYY^Escorta^190.75^87.21^23
Kevin Thompson^NYY^Escorta^188.06^94.91^27
Jason Giambi^NYY^Aler^201.5^117.99^36
Mike Mussina^NYY^Base^198.81^94.91^38
Carl Pavano^NYY^Base^206.86^123.63^31
Andy Pettitte^NYY^Base^206.86^115.43^35
Darrell Rasner^NYY^Base^201.5^107.73^26
Jeff Karstens^NYY^Base^201.5^89.78^24
Humberto Sanchez^NYY^Base^209.55^117.99^24
Chien-Ming Wang^NYY^Base^201.5^102.6^27
Sean Henn^NYY^Pivot^204.17^110.3^26
Scott Proctor^NYY^Pivot^196.11^101.57^30
Brian Bruney^NYY^Pivot^201.5^115.94^25
Chris Britton^NYY^Pivot^201.5^142.61^24
T.J. Beam^NYY^Pivot^212.24^110.3^27
Jose Veras^NYY^Pivot^206.86^117.99^26
Kyle Farnsworth^NYY^Pivot^204.17^123.12^31
Luis Vizcaino^NYY^Pivot^190.75^94.39^33
Mike Myers^NYY^Pivot^201.5^112.35^38
Mariano Rivera^NYY^Pivot^198.81^87.21^37
Ivan Rodriguez^DET^Base^185.37^111.83^35
Vance Wilson^DET^Base^190.75^97.47^34
Sean Casey^DET^Pivot^204.17^115.43^33
Chris Shelton^DET^Pivot^193.42^112.86^27
Omar Infante^DET^Aler^193.42^90.29^25
Placido Polanco^DET^Aler^188.06^97.47^31
Neifi Perez^DET^Aler^193.42^101.06^34
Carlos Guillen^DET^Ala-pivot^196.11^104.65^31
Ramon Santiago^DET^Ala-pivot^190.75^85.67^28
Tony Giarratano^DET^Ala-pivot^193.42^92.34^24
Brandon Inge^DET^Aler^190.75^100.04^30
Craig Monroe^DET^Escorta^196.11^112.86^30
Magglio Ordo?ez^DET^Escorta^193.42^110.3^33
Curtis Granderson^DET^Escorta^196.11^94.91^26
Brent Clevlen^DET^Escorta^198.81^97.47^23
Marcus Thames^DET^Escorta^198.81^105.17^30
Gary Sheffield^DET^Escorta^193.42^105.17^38
Mike Rabelo^DET^Aler^196.11^102.6^27
Zach Miner^DET^Base^201.5^102.6^25
Jeremy Bonderman^DET^Base^198.81^107.73^24
Nate Robertson^DET^Base^198.81^110.3^29
Justin Verlander^DET^Base^206.86^102.6^24
Virgil Vasquez^DET^Base^201.5^105.17^25
Kenny Rogers^DET^Base^196.11^108.24^42
Mike Maroth^DET^Base^193.42^97.47^30
Fernando Rodney^DET^Pivot^190.75^106.7^30
Chad Durbin^DET^Pivot^198.81^102.6^29
Jason Grilli^DET^Pivot^206.86^107.73^30
Jose Mesa^DET^Pivot^201.5^119.02^41
Todd Jones^DET^Pivot^201.5^117.99^39
Joel Zumaya^DET^Pivot^201.5^107.73^22
Jordan Tata^DET^Pivot^209.55^112.86^25
Andrew Miller^DET^Pivot^209.55^107.73^22
Yorman Bazardo^DET^Pivot^198.81^103.63^23
Wilfredo Ledezma^DET^Pivot^204.17^108.76^26
Roman Colon^DET^Pivot^209.55^115.43^28
Edward Campusano^DET^Pivot^204.17^87.21^25
Rene Rivera^SEA^Base^188.06^97.47^24
Kenji Johjima^SEA^Base^193.42^102.6^31
Richie Sexson^SEA^Pivot^214.93^121.58^32
Ben Broussard^SEA^Pivot^198.81^112.86^30
Jose Lopez^SEA^Aler^198.81^87.21^23
Jose Vidro^SEA^Aler^190.75^99.01^33
Yuniesky Betancourt^SEA^Ala-pivot^188.06^97.47^25
Oswaldo Navarro^SEA^Ala-pivot^193.42^76.95^22
Adrian Beltre^SEA^Aler^190.75^112.86^28
Raul Ibanez^SEA^Escorta^198.81^102.6^35
Jose Guillen^SEA^Escorta^190.75^97.47^31
Jeremy Reed^SEA^Escorta^193.42^94.91^26
Willie Bloomquist^SEA^Escorta^190.75^94.91^29
Adam Jones^SEA^Escorta^198.81^102.6^22
Ichiro Suzuki^SEA^Escorta^185.37^88.24^33
Mike Morse^SEA^Escorta^204.17^112.86^25
Felix Hernandez^SEA^Base^201.5^115.43^21
Ryan Feierabend^SEA^Base^201.5^97.47^22
Sean White^SEA^Base^204.17^100.04^26
Horacio Ramirez^SEA^Base^196.11^112.35^27
Cha Baek^SEA^Base^204.17^97.47^27
Miguel Batista^SEA^Base^196.11^101.06^36
Jeff Weaver^SEA^Base^206.86^102.6^31
Jarrod Washburn^SEA^Base^196.11^100.04^33
George Sherrill^SEA^Pivot^193.42^107.73^30
Julio Mateo^SEA^Pivot^193.42^90.8^30
J.J. Putz^SEA^Pivot^206.86^112.86^30
Chris Reitsma^SEA^Pivot^206.86^120.56^29
Cesar Jimenez^SEA^Pivot^190.75^92.34^22
Eric O'Flaherty^SEA^Pivot^198.81^100.04^22
Jon Huber^SEA^Pivot^198.81^100.04^26
Jake Woods^SEA^Pivot^196.11^97.47^25
Sean Green^SEA^Pivot^209.55^117.99^28
Mark Lowe^SEA^Pivot^201.5^97.47^24
Josh Paul^TB^Base^196.11^102.6^32
Dioner Navarro^TB^Base^188.06^97.47^23
Shawn Riggans^TB^Base^198.81^97.47^27
Ty Wigginton^TB^Pivot^193.42^102.6^29
Brendan Harris^TB^Aler^196.11^102.6^27
Jorge Cantu^TB^Aler^196.11^94.39^25
Ben Zobrist^TB^Ala-pivot^201.5^102.6^26
B.J. Upton^TB^Aler^201.5^92.34^23
Carl Crawford^TB^Escorta^198.81^112.35^26
Rocco Baldelli^TB^Escorta^204.17^95.93^25
Greg Norton^TB^Escorta^196.11^102.6^35
Elijah Dukes^TB^Escorta^198.81^112.86^23
Delmon Young^TB^Escorta^201.5^105.17^21
Jonny Gomes^TB^Aler^196.11^105.17^26
Edwin Jackson^TB^Base^201.5^97.47^23
Scott Kazmir^TB^Base^193.42^87.21^23
Casey Fossum^TB^Base^196.11^82.08^29
Jae Seo^TB^Base^196.11^110.3^30
J.P. Howell^TB^Base^193.42^89.78^24
Tim Corcoran^TB^Base^198.81^105.17^29
Jason Hammel^TB^Base^209.55^102.6^24
James Shields^TB^Base^204.17^109.78^25
Brian Stokes^TB^Base^196.11^102.6^27
Juan Salas^TB^Pivot^198.81^97.47^28
Jeff Ridgway^TB^Pivot^201.5^92.34^27
Ruddy Lugo^TB^Pivot^188.06^105.17^27
Jae-Kuk Ryu^TB^Pivot^201.5^112.86^24
Chad Orvella^TB^Pivot^190.75^97.47^26
Dan Miceli^TB^Pivot^193.42^110.3^36
Seth McClung^TB^Pivot^209.55^120.56^26
Jon Switzer^TB^Pivot^201.5^97.98^28
Shawn Camp^TB^Pivot^196.11^102.6^31
Scott Dohmann^TB^Pivot^196.11^92.85^29
Jason LaRue^KC^Base^190.75^102.6^33
John Buck^KC^Base^201.5^107.73^27
Ryan Shealy^KC^Pivot^206.86^123.12^28
Ross Gload^KC^Pivot^193.42^94.91^31
Esteban German^KC^Aler^185.37^84.65^29
Mark Grudzielanek^KC^Aler^196.11^97.47^37
Angel Sanchez^KC^Aler^198.81^94.91^23
Angel Berroa^KC^Ala-pivot^193.42^89.78^29
Andres Blanco^KC^Ala-pivot^188.06^79.52^23
Mark Teahen^KC^Aler^201.5^107.73^25
Joey Gathright^KC^Escorta^188.06^87.21^26
David DeJesus^KC^Escorta^193.42^89.78^27
Shane Costa^KC^Escorta^193.42^112.86^25
Mitch Maier^KC^Escorta^198.81^107.73^25
Reggie Sanders^KC^Escorta^196.11^105.17^39
Emil Brown^KC^Escorta^198.81^102.6^32
Mike Sweeney^KC^Aler^201.5^115.43^34
John Bale^KC^Base^204.17^105.17^33
Luke Hudson^KC^Base^201.5^100.04^30
Scott Elarton^KC^Base^214.93^123.12^31
Odalis Perez^KC^Base^193.42^76.95^30
Gil Meche^KC^Base^201.5^102.6^28
Neal Musser^KC^Base^196.11^110.3^27
Brian Bannister^KC^Base^198.81^103.63^26
Zack Greinke^KC^Base^198.81^102.6^23
Jorge De La Rosa^KC^Base^196.11^97.47^26
Todd Wellemeyer^KC^Pivot^201.5^105.17^28
Jimmy Gobble^KC^Pivot^201.5^97.47^26
Joel Peralta^KC^Pivot^190.75^82.08^31
Ryan Braun^KC^Pivot^196.11^110.3^27
Joakim Soria^KC^Pivot^201.5^94.91^23
Ken Ray^KC^Pivot^198.81^102.6^32
David Riske^KC^Pivot^198.81^97.47^30
Octavio Dotel^KC^Pivot^193.42^107.73^33
Joe Nelson^KC^Pivot^198.81^94.91^32
Gerald Laird^TEX^Base^198.81^112.86^27
Miguel Ojeda^TEX^Base^198.81^97.47^32
Guillermo Quiroz^TEX^Base^196.11^103.63^25
Chris Stewart^TEX^Base^204.17^105.17^25
Mark Teixeira^TEX^Pivot^201.5^112.86^27
Ian Kinsler^TEX^Aler^193.42^89.78^25
Joaquin Arias^TEX^Ala-pivot^196.11^82.08^22
Michael Young^TEX^Ala-pivot^196.11^97.47^30
Hank Blalock^TEX^Aler^196.11^102.6^26
Marlon Byrd^TEX^Escorta^193.42^117.48^30
Brad Wilkerson^TEX^Escorta^193.42^105.68^30
Sammy Sosa^TEX^Escorta^193.42^112.86^38
Kenny Lofton^TEX^Escorta^193.42^92.34^40
Frank Catalanotto^TEX^Escorta^190.75^100.04^33
Nelson Cruz^TEX^Escorta^201.5^89.78^27
Jason Botts^TEX^Aler^206.86^128.25^27
Robinson Tejeda^TEX^Base^201.5^96.44^25
John Rheinecker^TEX^Base^198.81^117.99^28
Edinson Volquez^TEX^Base^196.11^97.47^24
A.J. Murray^TEX^Base^201.5^102.6^25
Brandon McCarthy^TEX^Base^212.24^97.47^24
Vicente Padilla^TEX^Base^198.81^112.35^29
Kevin Millwood^TEX^Base^204.17^120.56^32
John Koronka^TEX^Base^196.11^92.34^27
Frank Francisco^TEX^Pivot^198.81^92.34^27
Francisco Cruceta^TEX^Pivot^198.81^92.34^26
Akinori Otsuka^TEX^Pivot^193.42^102.6^35
Eric Gagne^TEX^Pivot^198.81^120.04^31
Ron Mahay^TEX^Pivot^198.81^94.91^36
Joaquin Benoit^TEX^Pivot^201.5^112.86^30
Rick Bauer^TEX^Pivot^209.55^114.4^30
Josh Rupe^TEX^Pivot^198.81^102.6^25
Wes Littleton^TEX^Pivot^198.81^107.73^24
C.J. Wilson^TEX^Pivot^198.81^102.6^26
Scott Feldman^TEX^Pivot^206.86^107.73^24
Gregg Zaun^TOR^Base^188.06^97.47^36
Jason Phillips^TOR^Base^196.11^90.8^30
Lyle Overbay^TOR^Pivot^198.81^116.45^30
Russ Adams^TOR^Aler^196.11^92.34^26
Aaron Hill^TOR^Aler^190.75^100.04^25
Jason Smith^TOR^Aler^201.5^102.09^30
John McDonald^TOR^Ala-pivot^190.75^89.78^32
Royce Clayton^TOR^Ala-pivot^193.42^94.91^37
Troy Glaus^TOR^Aler^206.86^123.12^31
John Hattig^TOR^Aler^198.81^107.73^27
Reed Johnson^TOR^Escorta^188.06^92.34^30
Alex Rios^TOR^Escorta^206.86^99.52^26
Vernon Wells^TOR^Escorta^196.11^115.43^28
Frank Thomas^TOR^Aler^206.86^141.08^39
Adam Lind^TOR^Aler^198.81^100.04^24
Shaun Marcum^TOR^Base^193.42^92.34^25
Casey Janssen^TOR^Base^204.17^105.17^25
Gustavo Chacin^TOR^Base^190.75^99.01^26
A.J. Burnett^TOR^Base^204.17^117.99^30
Roy Halladay^TOR^Base^209.55^117.99^30
John Thomson^TOR^Base^201.5^112.86^33
Tomo Ohka^TOR^Base^196.11^102.6^31
B.J. Ryan^TOR^Pivot^209.55^127.74^31
Scott Downs^TOR^Pivot^198.81^97.47^31
Brian Tallet^TOR^Pivot^212.24^106.7^29
Matt Roney^TOR^Pivot^201.5^125.69^27
Tracy Thorpe^TOR^Pivot^204.17^128.25^26
Jean Machi^TOR^Pivot^193.42^82.08^24
Brandon League^TOR^Pivot^201.5^98.5^24
Dustin McGowan^TOR^Pivot^201.5^112.86^25
Jason Frasor^TOR^Pivot^188.06^87.21^30
Francisco Rosario^TOR^Pivot^193.42^101.06^26
Davis Romero^TOR^Pivot^188.06^79.52^24
Jeremy Accardo^TOR^Pivot^198.81^97.47^25
Mike Redmond^MIN^Base^190.75^102.6^36
Joe Mauer^MIN^Base^204.17^112.86^24
Chris Heintz^MIN^Base^196.11^107.73^33
Justin Morneau^MIN^Pivot^204.17^116.96^26
Luis Castillo^MIN^Aler^190.75^97.47^31
Alexi Casilla^MIN^Aler^185.37^82.08^23
Alejandro Machado^MIN^Aler^193.42^94.39^25
Jason Bartlett^MIN^Ala-pivot^193.42^92.34^27
Luis Rodriguez^MIN^Aler^185.37^92.34^27
Jeff Cirillo^MIN^Aler^196.11^102.6^37
Nick Punto^MIN^Aler^185.37^90.29^29
Jason Tyner^MIN^Escorta^196.11^82.08^30
Michael Cuddyer^MIN^Escorta^198.81^113.89^28
Torii Hunter^MIN^Escorta^198.81^108.24^32
Lew Ford^MIN^Escorta^193.42^100.04^31
Jason Kubel^MIN^Escorta^190.75^102.6^25
Josh Rabe^MIN^Aler^198.81^107.73^28
Rondell White^MIN^Aler^196.11^115.43^35
Ramon Ortiz^MIN^Base^193.42^89.78^34
Johan Santana^MIN^Base^193.42^105.68^28
Carlos Silva^MIN^Base^204.17^123.12^28
Matt Garza^MIN^Base^204.17^94.91^23
Boof Bonser^MIN^Base^204.17^133.38^25
Francisco Liriano^MIN^Base^198.81^94.91^23
Scott Baker^MIN^Base^204.17^113.37^25
Pat Neshek^MIN^Pivot^201.5^105.17^26
Glen Perkins^MIN^Pivot^190.75^102.6^24
Julio DePaula^MIN^Pivot^193.42^87.21^24
Juan Rincon^MIN^Pivot^190.75^103.11^28
Jesse Crain^MIN^Pivot^196.11^105.17^26
Matt Guerrier^MIN^Pivot^201.5^94.91^29
Joe Nathan^MIN^Pivot^204.17^105.17^32
Dennys Reyes^MIN^Pivot^201.5^125.69^30
Brayan Pe?a^ATL^Base^190.75^112.86^25
Brian McCann^ATL^Base^201.5^107.73^23
Craig Wilson^ATL^Pivot^198.81^112.86^30
Chris Woodward^ATL^Aler^193.42^94.91^31
Pete Orr^ATL^Aler^196.11^89.78^28
Martin Prado^ATL^Aler^196.11^87.21^23
Tony Pe?a^ATL^Ala-pivot^196.11^92.34^26
Edgar Renteria^ATL^Ala-pivot^196.11^102.6^32
Chipper Jones^ATL^Aler^204.17^107.73^35
Willy Aybar^ATL^Aler^193.42^89.78^24
Jeff Francoeur^ATL^Escorta^204.17^112.86^23
Matt Diaz^ATL^Escorta^196.11^105.68^29
Kelly Johnson^ATL^Escorta^196.11^92.34^25
Andruw Jones^ATL^Escorta^196.11^107.73^30
Ryan Langerhans^ATL^Escorta^201.5^100.04^27
Scott Thorman^ATL^Escorta^201.5^102.6^25
T.J. Bohn^ATL^Escorta^206.86^102.6^27
Tim Hudson^ATL^Base^196.11^84.13^32
Jonathan Johnson^ATL^Base^193.42^92.34^33
John Smoltz^ATL^Base^201.5^112.86^40
Mike Hampton^ATL^Base^188.06^100.04^34
Kyle Davies^ATL^Base^198.81^105.17^23
Chuck James^ATL^Base^193.42^87.21^25
Phil Stockman^ATL^Pivot^214.93^123.12^27
Macay McBride^ATL^Pivot^190.75^107.73^24
Joey Devine^ATL^Pivot^190.75^100.04^23
Peter Moylan^ATL^Pivot^198.81^102.6^28
Mike Gonzalez^ATL^Pivot^198.81^105.17^29
Lance Cormier^ATL^Pivot^196.11^98.5^27
Blaine Boyer^ATL^Pivot^201.5^97.47^26
Manny Acosta^ATL^Pivot^204.17^87.21^26
Bob Wickman^ATL^Pivot^196.11^123.12^38
Tanyon Sturtze^ATL^Pivot^206.86^102.6^36
Oscar Villarreal^ATL^Pivot^193.42^105.17^25
Rafael Soriano^ATL^Pivot^196.11^89.78^27
Chad Paronto^ATL^Pivot^206.86^128.25^32
Tyler Yates^ATL^Pivot^204.17^112.86^30
Henry Blanco^CHC^Base^190.75^114.91^36
Michael Barrett^CHC^Base^201.5^107.73^30
